id,byear,H1a,pre-industrialized society,political event,personal youth,anti-europe,pre-industrialized society,nationalism,solidar society,pre-polarized society,colonialism,sports event
R_6xJGM2oyNV0K17r,1985,"Val van de muur, de positieve houding die toen in Europa aanwezig was, ook t.o.v. vluchtelingen",solidar society,,0,0,0,0,1,1,0,0
R_6zlW9v5TzQRKKSl,1978,2011,pre-polarized society,,0,0,0,0,0,1,0,0
R_72tCuaPNmvubKh3,1953,,NA,,,,,,,,,
R_738T6KzS1SRzFSh,1971,Het ‘gulden’ tijdperk,anti-europe,,0,1,0,1,0,0,0,0
R_73XSsGKNpoRQgIF,1979,,NA,,,,,,,,,
R_77Nh9pyZiPfJz7r,1964,dat is niet het geval,NA,,,,,,,,,
R_78U2IbA1t1pKezf,1968,,NA,,,,,,,,,
R_79UHA0lFD3trsC5,1945,"De zeventiger jaren lijken, nu terugkijkend, heel mooi. Vredelievend en onbevangen.",solidar society,,0,0,0,0,1,0,0,0
R_7aGLxBOnkGvtubn,1996,Geen,NA,,,,,,,,,
R_7OOhvtb9VNPWzgl,1963,,NA,,,,,,,,,
R_7Pwk7lWsHwhc3sZ,1954,"Hoewel internet niet meer weg te denken is en veel voordelen oplevert, vond ik het leven zonder aangenamer. Er zijn teveel negatieve gebeurtenissen door internet",pre-industrialized society,,0,0,0,0,0,1,0,0
R_7TKkyKThajTZgWd,1955,Periode van wederopbouw toen iedereen nog idealen had omtrent een betere wereld in plaats van de huidige focus op het individuele welzijn.,solidar society,,0,0,0,0,1,0,0,0
R_7UQjyKSjQWJTRT3,1956,Opkomst Pim Fortuyn,nationalism,,0,0,0,1,0,0,0,0
R_80oSqttZCmnD8kh,1953,Toen er nog geen social media was. Dus de periode 1970/1980,pre-polarized society,,0,0,0,0,0,1,0,0
R_833NxkVdF77XnzP,1964,Ik verlang niet naar zo'n moment.,NA,,,,,,,,,
R_86cLcuTNw4UVTRn,1979,De tijd dat een volksvertegenwoordiger zelf kon kiezen wat hij/zij stemde en niet in een partij discipline wordt gedrukt,pre-polarized society,,0,0,0,0,0,1,0,0
R_8AHBwQJ7vI2qC7D,1946,2de helft 20-ste eeuw,personal youth,,1,0,0,0,1,1,0,0
R_8As3oa4ivG4qwW5,2002,De jaren 60/70 waar de regering de deltawerken bouwde,solidar society,1,0,0,0,1,1,0,0,0
R_8Cyu7Himm0wW3w5,1957,Is niet relevant.  Ik kijk uit naar een toekomst waarin mensen belangrijker worden dan winst maken,NA,,,,,,,,,
R_8DfMv9px7U4m0rD,1996,De opstand van Willem de Zwijger,colonialism,1,0,0,0,1,0,0,0,0
R_8Dtdd8I6uhrewdX,1942,jaren '50 v d 20e eeuw,personal youth,,1,0,0,0,1,0,0,0
R_8e9ESRqx81hkIZX,1975,De verkiezing van Obama,pre-polarized society,1,0,0,0,0,0,1,0,0
R_8ekwN5vkNr1cmLT,1971,Toen Trump president was en er geen enkele oorlog met us gaande was.,nationalism,1,0,0,0,0,0,1,0,0
R_8hQ3LeloprRvNXX,1949,Geen,NA,,,,,,,,,
R_8IHI7cmsvllpOW5,1969,"De tijd voor de mobiele telefoons , zelfs de jonge moeders van tegenwoordig niet meer wat voor een moois in hun wandelwagen ligt want hij zit met hun kop in hun mobiel , Er is zoveel moois en de mensen zien het niet eens meer",personal youth,,1,0,0,0,0,1,0,0
R_8JmMSBe3jVBHIIh,1951,leven in  het heden,NA,,,,,,,,,
R_8JtoL14t0rz6loZ,1947,Zestiger jaren,personal youth,,1,0,0,0,1,0,0,0
R_8koCEsGh2GG0mMF,1980,in deze context: Grondwetsherziening van 1848,pre-industrialized society,1,0,0,1,0,0,0,0,0
R_8ojqFWXo2Wg4chj,1964,Jaren 80 en 90,personal youth,,1,0,0,0,0,1,0,0
R_8uGh8F36hEwV7Nf,1952,Jaren 60 en 70,personal youth,,1,0,0,0,1,0,0,0
R_8uGsbM9Vx2hW1A5,1995,"Gekke vraag, de hele geschiedenis van de wereld of tijdens mijn leven? Ik gok dat laatste en in dat geval: ik verlang niet per se terug naar iets in het verleden, ik heb het nu helemaal naar m'n zin.",NA,,,,,,,,,
R_8vQ6jUx0GZxRFaF,1956,De tijd zonder mobiel en internet,personal youth,,1,0,1,0,0,1,0,0
R_8xj2jrWRDVmcEMx,1999,Monke,NA,,,,,,,,,
R_9G0SGQA28Jb1DR7,1946,"Oei! Dat is een gevaarlijke vraag! 
Misschien de jaren '60. Toen leek alles er beter uit te zien. Maar of het dat was???",personal youth,,1,0,0,0,1,0,0,0
R_9GFURAK6xZ01TRT,1998,"Ik kan geen tijd noemen waar dingen volgens mij ""perfect"" waren. We leven in een van de best mogelijke tijden alleen net als alle andere momenten in de geschiedenis heeft deze zo zijn problemen",NA,,,,,,,,,
R_9HUpxZSIHATZPZD,1997,,NA,,,,,,,,,
R_9HWAY2qKIi1jyrT,1991,niet. Kwaliteit van leven is nu hoger dan vroeger.,NA,,,,,,,,,
R_9KrLjIwlsaX1wtj,1968,Geen,NA,,,,,,,,,
R_9L8WJZ6dZS8l8iJ,1949,1990 &gt; in mijn beleving was het toen in de wereld een stuk rustiger dan heden ten dage,pre-polarized society,,0,0,0,0,0,1,0,0
R_9M1WEHVpuG7Fg9H,1957,Niet terug maar vooruit kijken,NA,,,,,,,,,
R_9N4ALBzHVlF73Ff,1976,de tijd van de gulden (alles was betaalbaarder) en in die tijd was men ook minder op het milieu gespitst,anti-europe,,0,1,0,1,0,0,0,0
R_9ntOzM69I8x0yml,1989,Jaren 90. 1995 tot 2005.,personal youth,,1,0,0,0,0,1,0,0
R_9obJtwhWcaqsyyZ,1961,De tijd zonder internet. Veel te veel (fake) informatie die iedereen op een verkeerd spoor zet en daarmee respect voor bijvoorbeeld politici doet afnemen,pre-polarized society,,0,0,0,0,0,1,0,0
R_9oVoRloxpwAqxbz,1951,De jaren van de wederopbouw na afloop 2e wereldoorlog.,solidar society,,0,0,0,0,1,0,0,0
R_9QClHNfzKBF5rON,1944,De jaren zonder oorlogen,pre-polarized society,,0,0,0,0,0,1,0,0
R_9TDB9gQqt0ObnWh,1952,Tijd van de VOC,colonialism,,0,0,1,1,0,0,1,0
R_9uezThc3h4Hfk77,1946,1980,solidar society,,0,0,0,0,1,0,0,0
R_9uluVluUCw34O4N,1946,Geen,NA,,,,,,,,,
R_9v5lRyPwPzTrT2N,1954,"De tijd dat de straffen strenger waren als nu er geen taakstraffen bestonden en de doodstraf er nog was. Er zijn bepaalde mensen die zulke ernstige delicten hebben geplaagt dat ze het leven ontnomen moet worden. (Moordenaar Agnes Faber, Taghi enz.)",NA,,,,,,,,,
R_9yms16nsZJJx3RT,1978,,NA,,,,,,,,,
R_9Yqi8h1Hrziqkcp,1944,1980,solidar society,,0,0,0,0,1,0,0,0
R_a02jvqEpAln1pMR,1957,70 er jaren,personal youth,,1,0,0,0,1,0,0,0
R_A044ZQFRhJejLTb,1963,Geen idee,NA,,,,,,,,,
R_a3Ix59IRQBXj5XH,1947,De tijd voor de pandemie en de oorlog in Kroatië,pre-polarized society,,0,0,0,0,0,1,0,0
R_a3KaXiTTA7DOqzv,1986,Geen,NA,,,,,,,,,
R_a4uDQGSoVIqjTIR,1983,De tijd voor corona,pre-polarized society,,0,0,0,0,0,1,0,0
R_A4WQGs9RrieAKNH,1953,1850,pre-industrialized society,,0,0,1,0,0,0,0,0
R_A50gErCVd6gR5W9,1960,Toen het meeste nog bij de regering was zoals o.a. Gezondheid en energie,solidar society,,0,0,0,0,1,0,0,0
R_a66LrV3eJj77Mjf,1963,De jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_A6BGWSZT6dtYHap,1982,Naar de jaren 90 toen je hier in Brabant nog gewoon bij de mensen achterom kon binnenlopen,personal youth,,1,0,0,0,0,1,0,0
R_A6FJOJHbfDHrioN,1970,naar de tijd dat er maximaal 10 politieke partijen waren ipv de versplinterde zooi die het  nu is.,pre-polarized society,,0,0,0,0,0,1,0,0
R_a9wfbPKpiAIPrqx,1954,Flower Power tijdperk...,solidar society,,1,0,0,0,1,0,0,0
R_aaA5Z0yGx1Eogql,1958,Jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_ABQDE9Wimt26X3b,1958,De jaren 60/70,personal youth,,1,0,0,0,1,0,0,0
R_AbuGkkVEwl3BhEB,1972,Ik voel me het meest aangetrokken tot de Gouden Eeuw. Hoewel toen ook niet alles rozengeur en maneschijn was...,colonialism ,,0,0,1,1,0,0,1,0
R_AdPYrsWjpznd3oZ,1992,Ik verlang niet echt terug naar het verleden. Ik kijk liever vooruit.,NA,,,,,,,,,
R_AFfnqXIn9ikd50l,1951,,NA,,,,,,,,,
R_afSg5EhbXEjoD97,1967,Geen,NA,,,,,,,,,
R_AG10D4Ekylb9BHX,1980,"Niet, zeker niet op een globale schaal, maar de jaren negentig waren voor mij persoonlijk wel een tijd van hoop.",personal youth,,1,0,0,0,0,1,0,0
R_AGNdFbQqRaTbLrz,1989,2018,pre-polarized society,,0,0,0,0,0,1,0,0
R_AGT44OSxUQ3NaQp,1951,natuurvolken,pre-industrialized society,,0,0,1,0,0,0,0,0
R_agwY6DnEbZ5MnC1,1962,Jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_AH9mMJ6X18wWWaZ,1981,Geen,NA,,,,,,,,,
R_ahn0M9R82wbdcqZ,1972,,NA,,,,,,,,,
R_AiB5sGZvvDS76bT,1947,Tijd van bolkenstijn,solidar society,,0,0,0,0,1,0,0,0
R_AjtM7eQ8QDuTzYB,1974,"Wat is dit voor een stupide vraag?! Ik ben historicus en we leven nu in een tijd waarin er aandacht is voor mensenrechten, discriminatie, streven naar gelijkheid, armoede bestrijding, etc. Getrouwde vrouwen zijn pas handelingsbekwaam volgens de wet sinds 1956. De sociale grondrechten zijn pas in 1983 verankerd in de grondwet. Ik zou dus niet in een andere tijd willen leven. Natuurlijk moet en kan het beter, maar vroeger was het NIET beter dan nu! Mensen die dat denken, kennen de geschiedenis niet.",NA,,,,,,,,,
R_ALphYq2sSbI9wuB,1994,2002 voor de moord op Pim,nationalism,,1,0,0,1,0,0,0,0
R_AmnoHxqACujO4NP,1958,Val van de Berlijnse muur,solidar society,,0,0,0,0,1,1,0,0
R_ANwmjaspN2LbsFb,1949,jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_AoCaIfkCXBs3tpT,1978,geen idee,NA,,,,,,,,,
R_Aojki4bUVCZj6rD,1944,val van Berlijnse muur,solidar society,,0,0,0,0,1,1,0,0
R_AsRYDYMmnLJUcKZ,1985,Niet,NA,,,,,,,,,
R_aV04YOHygXrT1IZ,1953,Tijd met minder criminaliteit en geweld en sociale ongelijkheid.,solidar society,,0,0,0,0,1,0,0,0
R_aWSSovLzZrzcIM1,1943,Geen idee,NA,,,,,,,,,
R_aXCZ4c4jjMfQqat,1969,Jaren 1960,personal youth,,0,0,0,0,1,0,0,0
R_b2BFX6bT5uJNPXz,1970,"Toen ik zelf nog kind was, toen iedereen socialer waren zonder scherm maar face to face en alles nog onbezonnen was, dus jaren 70 & 80.",personal youth,,1,0,0,0,1,1,0,0
R_b2hfeXtnJvDfz8J,1974,Lowlands 2008 😜,personal youth,,1,0,0,0,0,0,0,0
R_b2yDmnppMBAAsFz,1962,Geen moment,NA,,,,,,,,,
R_b7Q9QSHJ2K4cFrP,1999,,NA,,,,,,,,,
R_bBDKvovvBwEx4hr,1988,Geen,NA,,,,,,,,,
R_BD5DeEPAYrGEmBP,1946,.,NA,,,,,,,,,
R_bd8jkeAvYzxDoxH,1996,"Geen, ik kijk vooruit en streef voor een betere meer gelijke toekomst zonder capitalisme",NA,,,,,,,,,
R_bEL40JYBBIojxAt,1987,,NA,,,,,,,,,
R_BEMQdYpFoFmhXqh,1967,"veilige omgeving, neutrale omgeving, sober geen vuurwerk",solidar society,,0,0,0,0,1,0,0,0
R_bf07n3QpOV3nJqF,1959,"periode voor de massa immigratie, ""toen was geluk nog heel gewoon""!",nationalism,,0,0,0,1,0,0,0,0
R_bHpbrk4Zo9uorPX,1967,Geen ik wil nu een betere wereld,NA,,,,,,,,,
R_bIQqQVyhBGwObqp,1963,Dat de media minder polariseerde,pre-polarized society,,0,0,0,0,0,1,0,0
R_bIuhNXmlJK0PRdv,1983,Niet. Vooruit kijken.,NA,,,,,,,,,
R_BJ1ZYET8yLyaNON,1962,Schooltijd,personal youth,,1,0,0,0,0,0,0,0
R_bj704NXmIJ47Xd7,1978,"1993, toen internet nog niet beschikbaar was voor de gewone mens. Toen we elkaar nog durfde te bellen, toen we de deur nog open durfde te doen als de deurbel ging. Waar kinderen niet opgevoed werden met gouden handschoenen en rubberentegels. Toen we nog gewoon grappen konden maken. Niemand de hele dag op z'n tenen liep en burn-outs bijna niet voorkwamen.",personal youth,,1,0,0,0,1,1,0,0
R_BKFbKZxfVESsBI5,1986,"hoe het voor heen was , dat uvw dingen nog in handen had , en alles wat naar de maatschapij vershoven is moet terug naar den haag of uvw.",solidar society,,0,0,0,0,1,0,0,0
R_bkFfI7ibE11zcRz,1949,Geen,NA,,,,,,,,,
R_BM2wJ7j9XGxQ0JH,1996,Balkenende IV,pre-polarized society,,0,0,0,0,0,1,0,0
R_bNTf32JWphV6vXX,1970,Jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_BP2BQVdUxliGQGl,1949,de 70-tiger jaren van de vorige eeuw,personal youth,,1,0,0,0,1,0,0,0
R_Bsk2zw1aYdLWlDX,1950,de 60 e en 70 e jaren,personal youth,,1,0,0,0,1,0,0,0
R_BSwGwa1iQJOdC7v,1964,,NA,,,,,,,,,
R_BueMPfcUjV30av7,1967,Jaren 80,personal youth,,1,0,0,0,1,0,0,0
R_bvm0poDEpUrpWil,1980,,NA,,,,,,,,,
R_BVu8BzvrZxmVS5X,1951,"Niet specifiek, maar Aalsmeer keuze noodzakelijk is de val van de Berlijnse muur.
",solidar society,,0,0,0,0,1,1,0,0
R_bxRlBiCiJNp5RcZ,1953,Mijn jonge volwassenheid,personal youth,,1,0,0,0,0,0,0,0
R_ByNzbInrrgxSg2B,2004,"Voor corona toen de regering nog niet zo corrupt was. Of op z’n minst nog dingen voor elkaar kreeg. En de regering moet iets doen aan de klimaatcrisis, moest al veel eerder maar doe het nu dan wel.",pre-polarized society,,1,0,0,0,0,1,0,0
R_BzgqkGxLfZfzlfj,1959,Het afbreken van de Berlijnse muur.,solidar society,,0,0,0,0,1,1,0,0
R_C17CPWn3vodsuk1,1980,Niet,NA,,,,,,,,,
R_C1zdMHSWgHLprlT,1951,Zestiger jaren van de vorige eeuw!!!,personal youth,,1,0,0,0,1,0,0,0
R_C1ZGoyK02bhSjE5,1961,De 80-er jaren,personal youth,,1,0,0,0,1,0,0,0
R_C3mrsTooFJEj0Nr,1967,,NA,,,,,,,,,
R_C7f4ca5vKkcIG41,1946,Jaren 80-90,pre-polarized society,,0,0,0,0,0,1,0,0
R_cD37NfXAheI0bNT,1951,Nee.,NA,,,,,,,,,
R_cFIsosmOFhyBc0V,1941,De wederopbouw na de oorlog,solidar society,,1,0,0,0,1,0,0,0
R_cFN0nvnlT1C4obn,1955,?,NA,,,,,,,,,
R_CfNW26dCwRDcrrr,1965,"Lastig te zeggen. Ik denk wel dat er een tijd is geweest dat mensen had eerlijker waren, juist ook in de politiek, maar dat kan ik mis hebben omdat ik niet altijd betrokken was hierop.",NA,,,,,,,,,
R_CgeJfdUXWSTj1Xr,1942,de 60-tiger jaren.,personal youth,,1,0,0,0,1,0,0,0
R_cGYAfnSGNRdFLzz,2002,Jaren 70'/80',solidar society,,0,0,0,0,1,0,0,0
R_cHoCoZ8DTNNYM5X,1975,De toekomst.,NA,,,,,,,,,
R_cI6b9eDVU1Bi2KR,2004,"Naar het moment zonder beeldschermen, zelf nog niet meegemaakt, maar zal het leven stukken vereenvoudigen",pre-industrialized society,,0,0,1,0,0,0,0,0
R_cIK3nYJQe9ZgLcJ,1977,,NA,,,,,,,,,
R_cJ7t2IxcgR36UWR,1965,Geen,NA,,,,,,,,,
R_CjBCeX6W076yJqh,1977,"2002, tijd van optimisme, niet van conservatisme, en gespeelde liberaliteit. Marktdenken en de focus op groei is totaal doorgeslagen, en visie ontbreekt. Politiek is nu enkel bezig met korte termijn visie, zonder ook maar 1 probleem op te lossen. Elke crisis is het resultaat van mismanagement en heilig geloof in marktwerking",pre-polarized society,,0,0,0,0,0,1,0,0
R_cJbQCVb6581bP33,1967,"Voor de jaren 2000, toen leek het leven en de wereld wat overzichtelijker. Op papier is er in NL vrijheid van meningsuiting, maar in de praktijk mag je geen uitgesproken mening hebben. Dan is men al gauw een racist, ondemocratisch , etc.",pre-polarized society,,0,0,0,0,0,1,0,0
R_Cldvn3u6qXvIeaJ,1992,Vrijheid van meningsuiting,pre-polarized society,,0,0,0,0,0,1,0,0
R_cO9a4gm00ESvoQx,1975,De periode voor corona,pre-polarized society,,0,0,0,0,0,1,0,0
R_cOwuQ3uUIPlNxYd,1955,Jaren 70-80,personal youth,,1,0,0,0,1,0,0,0
R_ctHEGz835JGG7kt,1949,Toen het leven nog heel gewoon was en het land minder dicht bevolkt.,nationalism,,0,0,0,1,0,0,0,0
R_cwQwEQmeSaEWIsp,1977,We leven nu,NA,,,,,,,,,
R_cZMFePZRdIE1CKd,1970,"Jaren 80. Vader werkte, moeder was voor de Kids (ik onder andere)thuis. Geen grote immigratie, gulden, veel minder agressie, goed openbaar vervoer. Meer onderling contact. En al zijn er nog wel meer, noem ik de muziek!",personal youth,,1,1,0,1,1,0,0,0
R_d0TQZLBkFtn9TMZ,1946,"Geen idee. 
Geschiedenis is geweest, ik wil voor-uit kijken!",NA,,,,,,,,,
R_d11a6OOm1B69ZMR,1949,"gen, vooruit kijken is het beste systeem",NA,,,,,,,,,
R_D1wB8D4nqCezaGB,1962,Millennium jaarwisseling,pre-polarized society,,0,0,0,0,0,1,0,0
R_d5PLeem71OuZxqV,1956,Ik heb niet direct een verlangen naar het verleden. Ik probeer in het heden te leven en een beetje vooruit te kijken.,NA,,,,,,,,,
R_D68K5OaZ7jhnh8l,1970,"20 jaar geleden werd je niet meteen als racist veroordeeld als je een negerzoen at, of over zwarte piet sprak. Op dat vlak is de democratie helemaal verdwenen en mag je niets meer zeggen. Jammer dat een kleine groep mensen dit veroorzaken.",nationalism,,0,0,0,0,0,1,0,0
R_D8Fsafxs2Rw4uGt,1951,de tijd voor de oorlog in Oekraine,pre-polarized society,,0,0,0,0,0,1,0,0
R_dbbvIG2MZ8QH5Kx,1965,Prehistorie,pre-industrialized society,,0,0,1,0,0,0,0,0
R_DC4gTm6QQo01m93,1963,Het vallen van de Berlijnse muur.,solidar society,,0,0,0,0,1,1,0,0
R_DhHdWMXsT2tb5Tz,1987,Niet?,NA,,,,,,,,,
R_DHn1LwWCbLEQjuN,1955,Geen enkele tijd…..,NA,,,,,,,,,
R_dir2FfBsVLZ5IjL,1947,jaren 60,personal youth,,1,0,0,0,1,0,0,0
R_DkKT7R0fmx4LXNf,1959,Premierschap van Den Uyl,solidar society,,0,0,0,0,1,0,0,0
R_dmYxqoCTETyOpVv,1963,Geen,NA,,,,,,,,,
R_DN4f3mYAtneeQN3,1950,Jaren zestig,personal youth,,1,0,0,0,1,0,0,0
R_dndZZ9Y4gumdVCN,1987,Geen. Ik wil in het heden leven en verlang niet terug naar het verleden.,NA,,,,,,,,,
R_DPo4NPvjHtD2a1r,1956,"Als ik al terug zou verlangen naar iets, wat ik niet echt doe want ieder tijdperk heeft zijn voor en nadelen, dan is het de jaren 60 - 70 vanwege het bruisende enthousiasme waarmee geleefd werd. En waar een gezin nog een gezin was.",NA,,,,,,,,,
R_DRVvF5GJgd036rn,1948,1980,solidar society,,0,0,0,0,1,0,0,0
R_DS4uzYlY6AmhBW9,1963,60-er jaren,personal youth,,1,0,0,0,1,0,0,0
R_Ducow5vVpQayTV7,1977,De jaren 80/90,personal youth,,1,0,0,0,0,1,0,0
R_DUkIHmkhqarlI09,1960,Geen verlangen naar het verleden,NA,,,,,,,,,
R_DUl5CRTNzRwQQ6Z,1985,Ik kijk vooruit niet terug,NA,,,,,,,,,
R_DvCV9vPjl6rM4SJ,1972,De gulden tijd!!,anti-europe,,0,1,0,1,0,0,0,0
R_e2QCCXBk0hx9zhL,1951,De val van de muur.,solidar society,,0,0,0,0,1,1,0,0
R_e4LKeApRirHNgTD,1963,De uitvinding van de stoommachine,pre-industrialized society,,0,0,1,0,0,0,0,0
R_e5TMLkI3T3HFYhH,1949,geen enkel moment,NA,,,,,,,,,
R_eA7rxRfTCHKbvIR,2004,Gouden eeuw,colonialism,,0,0,1,1,0,0,1,0
R_eCZns2Pd8KSF8LD,1986,Voor de euro! Dat Balkenende ons verraden heeft,anti-europe,,0,1,0,1,0,0,0,0
R_eCzSnQNvMeBMK9b,2000,De Gouden Eeuw,colonialism,,0,0,1,1,0,0,1,0
R_eDuO3kTNn1MSJ9L,1996,"Ik verlang niet echt terug naar een moment in de geschiedenis, want mijn verwachting is vrij zeker geïdealiseerd. De werkelijkheid zal bijna zeker tegen vallen. Er zijn elementen van het verleden die aantrekkelijk zijn. Bijv. een maatschappij die wat minder gefocust is op alle mobiele apparatuur en zeker social media, dat lijkt me een simpeler en gezonder leven. Technologieën hebben hun voordelen, maar ook zeker nadelen en het is belangrijk dat we daar bewuster mee omgaan als maatschappij en niet gemakzuchtig ongezond omgaan met ons lichaam door blootstelling aan o.a. te grote hoeveelheden elektrisch licht en apps die ons vasthouden door onmiddelijke bevrediging van behoeftes. Als ik verlang naar een onderdeel van de geschiedenis, dan is het een nauwere relatie tussen mens, maatschappij en onze natuurlijke omgeving.",pre-industrialized society,1,0,0,1,0,0,1,0,0
R_efXBVkO6dDSBq25,1995,Ik verlang enkel naar de toekomst.,NA,,,,,,,,,
R_egkoHwd32o6DtAJ,1970,,NA,,,,,,,,,
R_eR11Qud6d10r3K9,1987,Naar het moment dat mijn kat een kitten was.,personal youth,,1,0,0,0,0,0,0,0
R_erqOmR3fUzm974R,1933,"de jaren 60, toen alles nog 'gewoon' was",personal youth,,0,0,0,0,1,0,0,0
R_esvFM9l2q4nH9lL,1974,,NA,,,,,,,,,
R_esWC8GBVOoDA3lf,1973,We gaan vooruit niet terug,NA,,,,,,,,,
R_eVEbPwHiFupEcPD,2002,Het interbellum/1890.,pre-industrialized society,,0,0,1,0,0,0,0,0
R_ewEtlCZ9x7BLkuR,1968,Geen.,NA,,,,,,,,,
R_ewW1CF58SCgTAkh,1961,Het grote ajax van begin jaren zeventig,personal youth,,1,0,0,1,0,0,0,1
R_ewWTQYujDdvvXB7,1988,"Geen enkel. Niet dat nu per se beter is, maar elke periode had wel ellende",NA,,,,,,,,,
R_exrNNdIzZC0QB2h,1948,geen,NA,,,,,,,,,
R_eXyQ0WJU7AK1t85,1952,Het einde van de tweede wereldoorlog.,solidar society,,0,0,0,0,1,0,0,0
R_ezcAyY0324IZAaJ,1995,"Jaren 90, meer sociale zekerheden, zorgfonds, studenten hadden minder lasten, meer huizen",solidar society,,0,0,0,0,0,1,0,0
R_O1i9o4JH8OzZrmV,1977,De jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_O1nkS2Ly78wxuOR,1948,Opbouw na 2e wereldoorlog,solidar society,,1,0,0,0,1,0,0,0
R_O2a27Vnx4pVCDSh,1971,"De periodes (verspreid over decennia) die minder normloos waren, verantwoordelijkheid vanzelfsprekend was en mensen minder individualistisch waren. Voor de revoluties uit de jaren 70. Mogelijk de naoorlogse jaren, maar zonder de armoede uiteraard.",solidar society,,0,0,0,0,1,0,0,0
R_O2mI03YFe8Q4JYB,1961,De jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_O7s00l1ENGM03eh,1972,De toekomst. De geschiedenis van mensen is vooral oorlog,NA,,,,,,,,,
R_ODPTYJxrKTdslO1,1990,Toen alles nog betaalbaar was,solidar society,,0,0,0,0,1,0,0,0
R_OE9dOXmssfT9C6J,1950,De tijd van voor de drugs,solidar society,,0,0,0,0,1,0,0,0
R_OeWNXmZi28d5PiN,1989,De tijd waarin extreem rechts een minder grote aanhang had en complottheorieën alleen voor echte gekkies waren.,pre-polarized society,,0,0,0,0,0,1,0,0
R_OfDZSzWrJwA03yV,1954,"De jaren 60-70. Nederland opent, wordt vrijer en moderniseert",personal youth,,1,0,0,0,0,0,0,0
R_OiAGBlpVHJ4YVLX,2004,De Europese unie,anti-europe,,0,1,0,1,0,0,0,0
R_OlNtl2wbmLpJgwV,1973,,NA,,,,,,,,,
R_OlNxAOKweg5kmgp,1969,Dat we niet overspoeld werden door asielzoekers en we investeerden in eigen mensen.,nationalism,,0,0,0,1,0,0,1,0
R_OOpjOg5cdukLEDD,1993,when I was a kid,personal youth,,1,0,0,0,0,0,0,0
R_OOtSL8IUUZx210t,1988,De jaren voor de financiële crisis (2000-2006): het leek alsof we alleen maar meer welvaart kregen en de klimaatcrisis leek nog niet de uitdaging die het nu is,personal youth,,1,0,0,0,0,1,0,0
R_Op1aULdDzJlBeDf,1970,Ik leef in het nu en verlang niet naar het verleden,NA,,,,,,,,,
R_Ope4otMjB50FApb,1976,"Geen enkele, elke tijd heeft een eigen charme.",NA,,,,,,,,,
R_OqaJ9aphw52EE8N,1983,geen,NA,,,,,,,,,
R_OrQleLJp1Qzodj3,1974,Jaren 80,personal youth,,1,0,0,0,1,0,0,0
R_OscoQ2LnTWHxtux,1967,Jaren.80,personal youth,,1,0,0,0,1,0,0,0
R_OvdG7iOnPssia1H,1956,De jaren ‘60,personal youth,,1,0,0,0,1,0,0,0
R_OvreEqBvalngX5f,1957,Kabinet Den Uyl 1973-1977,solidar society,,0,0,0,0,1,0,0,0
R_OwfNoQBtqNU2YOB,1961,"Geen idee
",NA,,,,,,,,,
R_oXjiAmrJP1itmIF,1948,1970,personal youth,,1,0,0,0,1,0,0,0
R_oYKzc9UTB4cgsmZ,1956,Weet ik niet,NA,,,,,,,,,
R_oYM1HUqzorXEenD,1953,Mijn kinderjaren (1950/ 60),personal youth,,1,0,0,0,0,0,0,0
R_oZQNKc4Fg2CD409,1949,Mijn eigen jonge jaren van ontdekking van de wereld.,personal youth,,1,0,0,0,0,0,0,0
R_oZVPokvXURmblKx,1982,Naar kabinetten voor Rutte tijdperk.,pre-polarized society,,0,0,0,0,0,1,0,0
R_p4UdLrqB20IwsCt,1996,".... geen, ik kijk uit naar de toekomst",NA,,,,,,,,,
R_p4WXJdFm8LtS7FT,1972,Zo denk ik niet.,NA,,,,,,,,,
R_p6Qt14zcniYdfTr,1944,Nergens. Elke tijd heeft zijn goede/slechte herinneringen.,NA,,,,,,,,,
R_p9ICVzOiDG6N9Bf,1968,"Toen Nederland nog niet overbevolkt was en gezondszorg, openbaar vervoer, energie en onderwijs nog goed en betaalbaar was. Daar betaal je namelijk belasting voor.",solidar society,,0,0,0,1,1,0,1,0
R_paftzBGQS2FVu01,1972,"Eind jaren 80, midden 90",pre-polarized society,,1,0,0,0,0,1,0,0
R_PAMQcDj1ElAlpUl,1959,Het is zoals het is en dat is ok,NA,,,,,,,,,
R_pFYciCCEipNkfHb,1950,zakenkabinet Zijlstra,pre-polarized society,1,0,0,0,0,0,1,0,0
R_pGebmPzQd5syNmp,1978,,NA,,,,,,,,,
R_pH2whOfVBgv1O0h,1958,mn 18e verjaardag,personal youth,,1,0,0,0,0,0,0,0
R_pH6gTnI4bS7NfXj,1986,De jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_pitHtjWmg2XPPfX,1954,Touwtje aan de deur..,personal youth,,1,0,0,0,1,1,0,0
R_plU7atvp1slwmU9,1971,Jaren 80,personal youth,,1,0,0,0,1,0,0,0
R_pN6qh2vHZARSda1,1988,/,NA,,,,,,,,,
R_pQL2LAgA7ktM7bH,1987,Jaren 90,personal youth,,1,0,0,0,0,1,0,0
